"extension","keyword","field","widget","label","default","min","max","options","variant_defaults"
"base","Growth",2,"numberBox","Length of diameter growth measurement period in years","",NA,NA,"","nc sn=nc sn"
"base","Growth",3,"longListButton","Height growth measured","Measured directly as growth prior to current height measure",NA,NA,"Measured directly as growth prior to current height measure|Subtract ""growth"" height from current height|Measured directly as growth since current height measure|Subtract current height from ""growth"" height",""
"base","Growth",4,"intNumberBox","Length of height growth measurement period in years","5",NA,NA,"",""
"base","Growth",5,"intNumberBox","Length of the mortality observation period","5",NA,NA,"",""
"base","HtgMult",1,"scheduleBox","","",NA,NA,"",""
"base","HtgMult",2,"speciesSelection","Species to which multiplier is applied","",NA,NA,"",""
"base","HtgMult",3,"sliderBox","Multiplier value","1",0,20,"",""
"base","HtgStop",1,"scheduleBox","","",NA,NA,"",""
"base","HtgStop",2,"speciesSelection","Species","",NA,NA,"",""
"base","HtgStop",3,"numberBox","Height of shortest tree affected (greater than/equal)","0",NA,NA,"",""
"base","HtgStop",4,"numberBox","Height of tallest tree affected (less than)","0",NA,NA,"",""
"base","HtgStop",5,"sliderBox","Probability of no height growth on a tree","0",0,1,"",""
"base","HtgStop",6,"sliderBox","Mean of the distribution of the proportion of height growth \
retained","1",0,4,"",""
"base","HtgStop",7,"sliderBox","Standard deviation of the distribution of height growth \
retained","0",0,4,"",""
"base","InvYear",1,"numberBox","Starting date for the stand projection (eg. 1991).","0",NA,NA,"",""
"base","Locate",1,"numberBox","Latitude in decimal degrees.","",NA,NA,"","ak=ak ;; bm=bm ;; ca=ca ;; ci=ci ;; cr sw sp=cr sw sp ;; bp=bp ;; sf lp=sf lp ;; cs=cs ;; ec=ec ;; em=em ;; kt=kt ;; ls=ls ;; nc=nc ;; ne=ne ;; ni ie=ni ie ;; pn=pn ;; sn=sn ;; so=so ;; tt=tt ;; ut=ut ;; wc=wc ;; ws=ws"
"base","Locate",2,"numberBox","Longitude in decimal degrees.","",NA,NA,"","ak=ak ;; bm=bm ;; ca=ca ;; ci=ci ;; cr sw sp bp sf lp=cr sw sp bp sf lp ;; cs=cs ;; ec=ec ;; em=em ;; kt=kt ;; ls=ls ;; nc=nc ;; ne=ne ;; ni ie=ni ie ;; pn=pn ;; sn=sn ;; so=so ;; tt=tt ;; ut=ut ;; wc=wc ;; ws=ws"
"base","Locate",3,"numberBox","State code.","blank",NA,NA,"",""
"base","Locate",4,"numberBox","County code.","blank",NA,NA,"",""
"base","Managed",1,"em","kt pn wc sn","",NA,NA,"",""
"base","Managed",2,"em","kt pn wc sn","flag is off
    >flag is on",NA,NA,"",""
"base","MCDefect",1,"scheduleBox","","",NA,NA,"",""
"base","MCDefect",2,"speciesSelection","Species that will be affected by this keyword","",NA,NA,"",""
